source,destination,permanent,enabled,reason,queueOrder
/product-tag/jual-komputer-rakitan-murah-banyuwangi/page/2,/products/category/jual-komputer-rakitan-murah-banyuwangi,true,true,product_tag_to_products_category,139
/digital-product/list-software,/products/category/karaoke,true,true,legacy_digital_product_to_products_category,140
/product-tag/jual-pc-rakitan-murah-kediri,/products/category/jual-pc-rakitan-murah-kediri,true,true,product_tag_to_products_category,141
/product/pc-rakitan-admin-kantor-office-standart-i5-gen-2-siap-kerja,/products/pc-rakitan-admin-kantor-office-standart-i5-gen-2-siap-kerja,true,true,product_singular_to_plural,143
/tag/service-mac-gresik,/services/it-support,true,true,legacy_tag_it_support_intent_to_service,145
/product-tag/jasa-rakit-pc-surabaya/page/2,/products/category/jasa-rakit-pc-surabaya,true,true,product_tag_to_products_category,146
/product/pc-gaming-ryzen-5-ram-16gb-ddr4-ssd-512gb,/products/pc-gaming-ryzen-5-ram-16gb-ddr4-ssd-512gb,true,true,product_singular_to_plural,147
/product/pc-karaoke-1tb-15000-lagu-not-audiobank-kjb-nakamichi-geisler,/products/pc-karaoke-1tb-15000-lagu-not-audiobank-kjb-nakamichi-geisler,true,true,product_singular_to_plural,148
/product/led-monitor-lg-18-5-inch-19m38a,/products/led-monitor-lg-18-5-inch-19m38a,true,true,product_singular_to_plural,149
/product-tag/jual-pc-rakitan-murah-batu-malang,/products/category/jual-pc-rakitan-murah-batu-malang,true,true,product_tag_to_products_category,150
/product/pc-intel-core-i5-ram-8gb-vga-gtx-750-4gb-ddr5-ssd-512gb,/products/pc-intel-core-i5-ram-8gb-vga-gtx-750-4gb-ddr5-ssd-512gb,true,true,product_singular_to_plural,151
/product-tag/jual-pc-rakitan-murah-banyuwangi,/products/category/jual-pc-rakitan-murah-banyuwangi,true,true,product_tag_to_products_category,152
/service/data-security,/services/data-security,true,true,service_namespace_merge,154
/product-tag/jual-pc-rakitan-murah-jember/page/2,/products/category/jual-pc-rakitan-murah-jember,true,true,product_tag_to_products_category,155
/product-tag/jual-komputer-rakitan-murah-batu-malang/page/2,/products/category/jual-komputer-rakitan-murah-batu-malang,true,true,product_tag_to_products_category,156
/product-tag/jual-pc-rakitan-murah-probolinggo,/products/category/jual-pc-rakitan-murah-probolinggo,true,true,product_tag_to_products_category,157
/projects,/services,true,true,project_index_to_services_listing,158
/posts/jasa-it-support-surabaya-terpercaya,/blog/jasa-it-support-surabaya-terpercaya,true,true,legacy_posts_to_blog,161
/shop/page/6,/blog,true,true,pagination_to_canonical_listing,162
/product-tag/jual-pc-rakitan-murah-lamongan,/products/category/jual-pc-rakitan-murah-lamongan,true,true,product_tag_to_products_category,163
/tag/service-macbook-murah-situbondo,/services/it-support,true,true,legacy_tag_it_support_intent_to_service,164
/product/pc-core-g620-fullset-ram-4gb-hdd-500gb-led-24-in-lg-hdmi,/products/pc-core-g620-fullset-ram-4gb-hdd-500gb-led-24-in-lg-hdmi,true,true,product_singular_to_plural,165
/product-category/rakit-pc/page/5,/blog,true,true,pagination_to_canonical_listing,166
/product-category/karaoke/player-karaoke,/products/category/karaoke,true,true,legacy_product_category_to_products_category,167
/posts/backup-recovery-sistem-surabaya,/blog/backup-recovery-sistem-surabaya,true,true,legacy_posts_to_blog,168
/posts/software-development-surabaya-terbaik,/blog/software-development-surabaya-terbaik,true,true,legacy_posts_to_blog,169
/product-category/rakit-pc/rakit-pc-graphic/page/2,/blog,true,true,pagination_to_canonical_listing,170
/product-tag/jual-pc-rakitan-murah-sumenep,/products/category/jual-pc-rakitan-murah-sumenep,true,true,product_tag_to_products_category,171
/tag/jasa-recovery-data-laptop-murah-mojokerto,/services/it-support,true,true,legacy_tag_it_support_intent_to_service,172
/product-tag/jual-komputer-rakitan-murah-bojonegoro/page/2,/products/category/jual-komputer-rakitan-murah-bojonegoro,true,true,product_tag_to_products_category,173
/product-category/rakit-pc,/products/category/rakit-pc,true,true,legacy_product_category_to_products_category,174
/product-tag/jual-pc-rakitan-murah-ponorogo/page/2,/products/category/jual-pc-rakitan-murah-ponorogo,true,true,product_tag_to_products_category,175
/product/pc-karaoke-2tb-monitor-touchscreen-audiobank-kjb-nakamichi-geisler,/products/pc-karaoke-2tb-monitor-touchscreen-audiobank-kjb-nakamichi-geisler,true,true,product_singular_to_plural,176
/product-tag/jual-pc-rakitan-murah-ponorogo,/products/category/jual-pc-rakitan-murah-ponorogo,true,true,product_tag_to_products_category,177
/posts/jasa-pembuatan-website-surabaya,/blog/jasa-pembuatan-website-surabaya,true,true,legacy_posts_to_blog,178
/product/komputer-pc-rakitan-office-fullset-i5-gen4-led-19in-lg,/products/komputer-pc-rakitan-office-fullset-i5-gen4-led-19in-lg,true,true,product_singular_to_plural,180
/shop/page/9,/blog,true,true,pagination_to_canonical_listing,181
/product/pc-intel-core-i7-ram-16gb-ssdhdd,/products/pc-intel-core-i7-ram-16gb-ssdhdd,true,true,product_singular_to_plural,182
/product/pc-rakitan-standart-office-fullset-19in-i3-gen2,/products/pc-rakitan-standart-office-fullset-19in-i3-gen2,true,true,product_singular_to_plural,183
/pembuatan-website/portfolio,/services/jasa-pembuatan-website-surabaya,true,true,landing_cluster_to_service_canonical,184
/product-tag/jual-komputer-rakitan-murah-pacitan,/products/category/jual-komputer-rakitan-murah-pacitan,true,true,product_tag_to_products_category,185
/product/pc-rakitan-core-i5-2400-ssd-120gb-4gb-500gb-design-office-admin-n,/products/pc-rakitan-core-i5-2400-ssd-120gb-4gb-500gb-design-office-admin-n,true,true,product_singular_to_plural,186
/product-category/rakit-pc/page/1,/blog,true,true,pagination_to_canonical_listing,187
/product-tag/jual-komputer-rakitan-bangil,/products/category/jual-komputer-rakitan-bangil,true,true,product_tag_to_products_category,188
/product/pc-core-i7-4xxx-fullset-ram-4gb-hdd-500gb-led-19in-lg,/products/pc-core-i7-4xxx-fullset-ram-4gb-hdd-500gb-led-19in-lg,true,true,product_singular_to_plural,189
/tag/service-laptop-pacet,/services/it-support,true,true,legacy_tag_it_support_intent_to_service,190
/product-tag/jual-komputer-rakitan-murah-magetan-pamekasan/page/2,/products/category/jual-komputer-rakitan-murah-magetan-pamekasan,true,true,product_tag_to_products_category,191
/product-tag/jual-pc-rakitan-murah-pacitan,/products/category/jual-pc-rakitan-murah-pacitan,true,true,product_tag_to_products_category,192
/product-tag/jual-pc-rakitan-banyuwangi,/products/category/jual-pc-rakitan-banyuwangi,true,true,product_tag_to_products_category,193
/product-tag/jual-komputer-rakitan-bangil/page/2,/products/category/jual-komputer-rakitan-bangil,true,true,product_tag_to_products_category,194
/product-tag/jual-pc-rakitan-murah-magetan-pamekasan/page/2,/products/category/jual-pc-rakitan-murah-magetan-pamekasan,true,true,product_tag_to_products_category,195
/product-category/rakit-pc/page/4,/blog,true,true,pagination_to_canonical_listing,196
/product-tag/jual-pc-rakitan-murah-sidoarjo/page/2,/products/category/jual-pc-rakitan-murah-sidoarjo,true,true,product_tag_to_products_category,197
/product-tag/jasa-rakit-pc-murah-gresik/page/2,/products/category/jasa-rakit-pc-murah-gresik,true,true,product_tag_to_products_category,198
/product/hardisk-internal-500gb-10-ribu-lagu-karaoke-klip-asli-software-0,/products/hardisk-internal-500gb-10-ribu-lagu-karaoke-klip-asli-software-0,true,true,product_singular_to_plural,199
/shop/page/10,/blog,true,true,pagination_to_canonical_listing,201
/tag/jual-game-pc-madiun,/products/category/rakit-pc,true,true,legacy_tag_pc_intent_to_products_category,202
/product/pc-rakitan-core-i5-2400-ssd-120gb-4gb-500gb-design-office-admin,/products/pc-rakitan-core-i5-2400-ssd-120gb-4gb-500gb-design-office-admin,true,true,product_singular_to_plural,203
/product-tag/jual-pc-rakitan-murah-lamongan/page/2,/products/category/jual-pc-rakitan-murah-lamongan,true,true,product_tag_to_products_category,204
/product/pc-rakitan-gaming-ryzen-5-2200g-8gb-500gb-rakit-pc-surabaya,/products/pc-rakitan-gaming-ryzen-5-2200g-8gb-500gb-rakit-pc-surabaya,true,true,product_singular_to_plural,205
/tag/service-macbook-murah-ngawi,/services/it-support,true,true,legacy_tag_it_support_intent_to_service,206
/tag/jasa-recovery-data-laptop-murah-ponorogo,/services/it-support,true,true,legacy_tag_it_support_intent_to_service,207
/tag/service-pc-murah-magetan-pamekasan,/products/category/rakit-pc,true,true,legacy_tag_pc_intent_to_products_category,208
/product-tag/jual-komputer-rakitan-murah-magetan-pamekasan,/products/category/jual-komputer-rakitan-murah-magetan-pamekasan,true,true,product_tag_to_products_category,209
/product/pc-rakitan-core-i7-2600-ssd-120gb-4gb-500gb-design-office-admin,/products/pc-rakitan-core-i7-2600-ssd-120gb-4gb-500gb-design-office-admin,true,true,product_singular_to_plural,210
/product-category/rakit-pc/page/2,/blog,true,true,pagination_to_canonical_listing,211
/product-tag/jual-pc-rakitan-murah-tulungagung/page/2,/products/category/jual-pc-rakitan-murah-tulungagung,true,true,product_tag_to_products_category,212
/product/pc-intel-core-i5-3470-ram-16gb-ssd-512gb,/products/pc-intel-core-i5-3470-ram-16gb-ssd-512gb,true,true,product_singular_to_plural,213
/product/pc-rakitan-khusus-office-standart-i5-4xxx,/products/pc-rakitan-khusus-office-standart-i5-4xxx,true,true,product_singular_to_plural,214
/posts/web-design-responsive-surabaya,/blog/web-design-responsive-surabaya,true,true,legacy_posts_to_blog,215
/product-category/uncategorized/page/3,/blog,true,true,pagination_to_canonical_listing,216
/product-tag/jual-komputer-rakitan-surabaya,/products/category/jual-komputer-rakitan-surabaya,true,true,product_tag_to_products_category,217
/product-tag/jual-komputer-rakitan-murah-pacitan/page/2,/products/category/jual-komputer-rakitan-murah-pacitan,true,true,product_tag_to_products_category,218
/tag/service-pc-murah-trenggalek,/products/category/rakit-pc,true,true,legacy_tag_pc_intent_to_products_category,219
/product-tag/jual-pc-rakitan-murah-situbondo,/products/category/jual-pc-rakitan-murah-situbondo,true,true,product_tag_to_products_category,221
/product-tag/jual-komputer-rakitan-banyuwangi/page/2,/products/category/jual-komputer-rakitan-banyuwangi,true,true,product_tag_to_products_category,222
/tag/service-laptop-murah-lamongan,/services/it-support,true,true,legacy_tag_it_support_intent_to_service,223
/product-tag/rakit-pc-office-and-tagged-jasa-rakit-pc-gresik/page/2,/products/category/rakit-pc-office-and-tagged-jasa-rakit-pc-gresik,true,true,product_tag_to_products_category,224
/tag/service-macbook-murah-nganjuk,/services/it-support,true,true,legacy_tag_it_support_intent_to_service,225
/product/pc-intel-core-i5-ram-16gb-hdd-500gb-ssd-vga-4gb,/products/pc-intel-core-i5-ram-16gb-hdd-500gb-ssd-vga-4gb,true,true,product_singular_to_plural,226
/tag/jasa-cetak-buku-polewali-mandar,/services/printing-services,true,true,legacy_tag_printing_intent_to_service,227
/tag/jasa-recovery-data-laptop-murah-probolinggo,/services/it-support,true,true,legacy_tag_it_support_intent_to_service,228
/download/blog,/blog,true,true,legacy_download_archive_to_blog_listing,229
/product/pc-core-i3-4xxx-fullset-ram-4gb-hdd-500gb-led-19in-lg,/products/pc-core-i3-4xxx-fullset-ram-4gb-hdd-500gb-led-19in-lg,true,true,product_singular_to_plural,230
/download/category/uncategorized,/blog,true,true,legacy_download_archive_to_blog_listing,231
/product-tag/jual-pc-rakitan-murah-surabaya,/products/category/jual-pc-rakitan-murah-surabaya,true,true,product_tag_to_products_category,232
/product-category/rakit-pc/rakit-pc-gaming,/products/category/rakit-pc,true,true,legacy_product_category_to_products_category,233
/product/pc-core-i7-4xxx-ram-4gb-hardisk-500gb,/products/pc-core-i7-4xxx-ram-4gb-hardisk-500gb,true,true,product_singular_to_plural,235
/product-category/rakit-pc-gaming,/products/category/rakit-pc,true,true,legacy_product_category_to_products_category,236
/product-category/rakit-pc/rakit-pc-gaming/page/2,/blog,true,true,pagination_to_canonical_listing,237
/tag/service-laptop-murah-mojokerto,/services/it-support,true,true,legacy_tag_it_support_intent_to_service,238
/posts/software-development-surabaya,/blog/software-development-surabaya,true,true,legacy_posts_to_blog,239
/product/pc-core-g620-630-ram-4gb-hdd-500gb-led-19-in-lg,/products/pc-core-g620-630-ram-4gb-hdd-500gb-led-19-in-lg,true,true,product_singular_to_plural,240
/tag/jasa-upgrade-ssd-macbook-murah-tuban,/services/it-support,true,true,legacy_tag_it_support_intent_to_service,241
/tag/jual-pc-rakitan-murah-nganjuk,/products/category/rakit-pc,true,true,legacy_tag_pc_intent_to_products_category,242
/tag/jasa-install-ulang-lamongan,/services/it-support,true,true,legacy_tag_it_support_intent_to_service,243
/tag/service-macbook-murah-pacitan,/services/it-support,true,true,legacy_tag_it_support_intent_to_service,244
/product/paket-speaker-karaoke-bmb-10inch-bmb-da-2700-bmb-112-mk-iii-12-inchi,/products/paket-speaker-karaoke-bmb-10inch-bmb-da-2700-bmb-112-mk-iii-12-inchi,true,true,product_singular_to_plural,245
/tag/service-laptop-murah-bojonegoro,/services/it-support,true,true,legacy_tag_it_support_intent_to_service,246
/posts/digital-transformation-umkm-surabaya,/blog/digital-transformation-umkm-surabaya,true,true,legacy_posts_to_blog,247
/tag/service-pc-murah-madiun,/products/category/rakit-pc,true,true,legacy_tag_pc_intent_to_products_category,248
/tag/service-pc-murah-sumenep,/products/category/rakit-pc,true,true,legacy_tag_pc_intent_to_products_category,249
/product-category/rakit-pc-gaming/page/2,/blog,true,true,pagination_to_canonical_listing,250
/product-tag/jual-komputer-rakitan-murah-gresik,/products/category/jual-komputer-rakitan-murah-gresik,true,true,product_tag_to_products_category,251
/shop/pc-rakitan-core-i3-4160-gen-4-4gb-500gb-rakit-pc-surabaya,/products/pc-rakitan-core-i3-4160-gen-4-4gb-500gb-rakit-pc-surabaya,true,true,legacy_shop_product_to_products_detail,252
/download/author/kotacom,/blog,true,true,legacy_download_archive_to_blog_listing,257
/product-tag/jual-pc-rakitan-murah-sumenep/page/2,/products/category/jual-pc-rakitan-murah-sumenep,true,true,product_tag_to_products_category,258
/product/pc-rakitan-core-i3-4gb-500g-lengkap-siap-pakai-untuk-office-admin,/products/pc-rakitan-core-i3-4gb-500g-lengkap-siap-pakai-untuk-office-admin,true,true,product_singular_to_plural,259
/product-tag/jual-komputer-rakitan-murah-gresik/page/2,/products/category/jual-komputer-rakitan-murah-gresik,true,true,product_tag_to_products_category,260
/product-tag/this-entry-was-posted-in-rakit-pc/page/2,/products/category/this-entry-was-posted-in-rakit-pc,true,true,product_tag_to_products_category,261
/tag/service-macbook-murah-bondowoso,/services/it-support,true,true,legacy_tag_it_support_intent_to_service,262
/shop/page/4,/blog,true,true,pagination_to_canonical_listing,263
/product-tag/jual-pc-rakitan-jember,/products/category/jual-pc-rakitan-jember,true,true,product_tag_to_products_category,264
/tag/jasa-rakit-pc-murah-magetan-pamekasan,/products/category/rakit-pc,true,true,legacy_tag_pc_intent_to_products_category,265
/product-tag/jual-komputer-rakitan-murah-kediri,/products/category/jual-komputer-rakitan-murah-kediri,true,true,product_tag_to_products_category,266
/product-tag/jual-komputer-rakitan-murah-trenggalek,/products/category/jual-komputer-rakitan-murah-trenggalek,true,true,product_tag_to_products_category,267
/product/pc-core-i7-2600-fullset-led-24in-keymouse-ram-4gb-case-standart,/products/pc-core-i7-2600-fullset-led-24in-keymouse-ram-4gb-case-standart,true,true,product_singular_to_plural,268
/tag/jasa-mengembalikan-data-yang-terhapus-banyuwangi,/services,true,true,legacy_tag_to_services_listing,269
/product/pc-rakitan-core-i5-4gb-500gb-siap-pakai-untuk-office-admin,/products/pc-rakitan-core-i5-4gb-500gb-siap-pakai-untuk-office-admin,true,true,product_singular_to_plural,270
/product/pc-intel-core-i5-10400f-ram-16gb-vga-gtx-4gb-ddr5-ssd-512ghdd-1tb,/products/pc-intel-core-i5-10400f-ram-16gb-vga-gtx-4gb-ddr5-ssd-512ghdd-1tb,true,true,product_singular_to_plural,271
/product/pc-i7-gen4-fullset-ram-8gb-hdd500gb-led-24in-lg-hdmi,/products/pc-i7-gen4-fullset-ram-8gb-hdd500gb-led-24in-lg-hdmi,true,true,product_singular_to_plural,274
/shop/page/7,/blog,true,true,pagination_to_canonical_listing,276
/posts/sistem-pos-surabaya-terbaik-untuk-umkm,/blog/sistem-pos-surabaya-terbaik-untuk-umkm,true,true,legacy_posts_to_blog,277
/product-tag/jual-komputer-rakitan-pacet/page/2,/products/category/jual-komputer-rakitan-pacet,true,true,product_tag_to_products_category,278
/product-tag/jual-komputer-rakitan-gresik,/products/category/jual-komputer-rakitan-gresik,true,true,product_tag_to_products_category,279
/tag/jasa-recovery-data-laptop-murah-ngawi,/services/it-support,true,true,legacy_tag_it_support_intent_to_service,280
/product-category/rakit-pc/rakit-pc-graphic,/products/category/rakit-pc,true,true,legacy_product_category_to_products_category,281
/posts/it-infrastructure-planning-surabaya,/blog/it-infrastructure-planning-surabaya,true,true,legacy_posts_to_blog,282
/tag/game-pc-malang,/products/category/rakit-pc,true,true,legacy_tag_pc_intent_to_products_category,283
/tag/service-mac-sidoarjo,/services/it-support,true,true,legacy_tag_it_support_intent_to_service,284
/product-tag/jual-komputer-rakitan-banyuwangi,/products/category/jual-komputer-rakitan-banyuwangi,true,true,product_tag_to_products_category,285
/product-tag/jual-pc-rakitan-murah-sidoarjo,/products/category/jual-pc-rakitan-murah-sidoarjo,true,true,product_tag_to_products_category,286
/tag/jasa-pasang-software-kasir-surabaya,/services/it-support,true,true,legacy_tag_it_support_intent_to_service,287
/product/hardisk-eksternal-2tb-film-bluray-game-pc-konser-musik-fitnes-0,/products/hardisk-eksternal-2tb-film-bluray-game-pc-konser-musik-fitnes-0,true,true,product_singular_to_plural,288
/tag/service-laptop-murah-situbondo,/services/it-support,true,true,legacy_tag_it_support_intent_to_service,289
/tag/jual-game-pc-jember,/products/category/rakit-pc,true,true,legacy_tag_pc_intent_to_products_category,290
/tag/jasa-mengembalikan-data-yang-terhapus-jember,/services,true,true,legacy_tag_to_services_listing,292
/tag/service-macbook-murah-mojokerto,/services/it-support,true,true,legacy_tag_it_support_intent_to_service,293
/tag/sewa-game-pc-gresik,/products/category/rakit-pc,true,true,legacy_tag_pc_intent_to_products_category,294
/product/pc-rakitan-core-i3-3240-ssd-120gb-4gb-500gb-design-office-admin,/products/pc-rakitan-core-i3-3240-ssd-120gb-4gb-500gb-design-office-admin,true,true,product_singular_to_plural,295
/tag/jasa-install-os-software-macbook-gresik,/services/it-support,true,true,legacy_tag_it_support_intent_to_service,296
/tag/jual-pc-rakitan-murah-bojonegoro,/products/category/rakit-pc,true,true,legacy_tag_pc_intent_to_products_category,297
/tag/service-laptop-murah-bangkalan,/services/it-support,true,true,legacy_tag_it_support_intent_to_service,298
/product-tag/jual-komputer-rakitan-madura,/products/category/jual-komputer-rakitan-madura,true,true,product_tag_to_products_category,300
